Name,Score,Type,Episodes,Aired,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5
Bannou Yasai Ninninman,5.995787995787996,Movie,1,"Mar 5, 2011",Original,PG - Children,4730,0,68,3707,35,68,852,46.0,70.0,263.0,708.0,805.0,534.0,266.0,86.0,39.0,32.0,Comedy, Supernatural,,,
Tansu Warashi.,6.8055733504164,Movie,1,"Mar 5, 2011",Original,G - All Ages,5104,1,64,4011,43,49,937,84.0,200.0,627.0,1048.0,689.0,318.0,100.0,32.0,11.0,13.0,Slice of Life, Comedy, Supernatural,,
Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.128108672936259,Special,1,"Mar 26, 2011",Light novel,R - 17+ (violence & profanity),13677,22,285,7835,274,228,5055,544.0,486.0,783.0,1419.0,824.0,484.0,121.0,49.0,27.0,48.0,Mystery, Historical, Shounen,,
Shiawase Haitatsu Taneko,4.6,TV,Ongoing,"Mar 26, 2011 to ?",Original,PG-13 - Teens 13 or older,503,1,89,0,17,181,216,4.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,1.0,11.0,Comedy,,,,
Inazuma Eleven Go,6.98182142220638,TV,47,"May 4, 2011 to Apr 11, 2012",Game,G - All Ages,54307,307,1993,43784,1194,2095,5241,2544.0,2965.0,6331.0,10054.0,6575.0,3146.0,1159.0,487.0,217.0,188.0,Shounen, Sports, Super Power,,
Hoero! Bun Bun (Movie),6.134328358208955,Movie,1,"Apr 2, 1987",Original,G - All Ages,259,0,10,99,6,43,101,5.0,2.0,2.0,18.0,19.0,13.0,4.0,0.0,2.0,2.0,Kids,,,,
Toyama Kankou Anime Project,5.32962962962963,Special,6,"Jun 17, 2009 to Jun 25, 2009",Original,G - All Ages,973,1,46,366,19,49,493,10.0,5.0,10.0,35.0,61.0,74.0,36.0,18.0,14.0,7.0,Slice of Life, Historical,,,
Usavich IV,6.698446327683616,TV,13,"Apr 23, 2011 to Sep 15, 2011",Original,PG-13 - Teens 13 or older,2456,1,42,1964,21,92,337,97.0,118.0,259.0,351.0,277.0,169.0,59.0,37.0,21.0,28.0,Comedy,,,,
Anemone,6.502473886750962,OVA,1,"Mar 29, 2011",Original,PG-13 - Teens 13 or older,3810,6,72,2531,31,45,1131,73.0,104.0,291.0,498.0,407.0,264.0,97.0,45.0,23.0,17.0,Magic, Supernatural, Drama,,
Mahou Shoujo Sonico★Magica,5.8113372729262425,ONA,1,"Apr 1, 2011",Original,PG-13 - Teens 13 or older,18597,16,241,13631,143,173,4409,526.0,322.0,701.0,1598.0,2121.0,1989.0,782.0,453.0,348.0,298.0,Music, Parody,,,
Working'!!,7.860395623550652,TV,13,"Oct 1, 2011 to Dec 24, 2011",4-koma manga,PG-13 - Teens 13 or older,219037,449,6174,169462,3719,2519,37163,10550.0,24419.0,48881.0,31929.0,8635.0,2933.0,687.0,242.0,107.0,123.0,Comedy, Romance, Seinen, Slice of Life,
Duel Masters Victory,5.906040268456376,TV,52,"Apr 2, 2011 to Mar 31, 2012",Original,PG-13 - Teens 13 or older,1109,1,48,452,32,113,464,31.0,11.0,21.0,53.0,56.0,61.0,22.0,14.0,12.0,17.0,Action, Adventure, Comedy, Shounen,
Shinseiki Duel Masters Flash,5.492957746478873,TV,24,"Apr 10, 2006 to Mar 23, 2007",Original,G - All Ages,597,0,22,216,13,91,255,15.0,5.0,5.0,22.0,26.0,26.0,11.0,8.0,13.0,11.0,Comedy, Kids,,,
Duel Masters Zero,5.99,TV,24,"Oct 6, 2007 to Mar 22, 2008",Original,G - All Ages,1509,1,51,796,36,105,521,39.0,16.0,46.0,104.0,103.0,86.0,47.0,31.0,8.0,20.0,Action, Game, Kids,,
Duel Masters Cross,6.347949080622348,TV,100,"Apr 5, 2008 to Mar 27, 2010",Original,PG-13 - Teens 13 or older,1906,2,55,1073,34,130,614,60.0,34.0,92.0,153.0,156.0,110.0,34.0,32.0,21.0,15.0,Action, Adventure, Comedy, Shounen,
Duel Masters Cross Shock,6.157360406091371,TV,50,"Apr 3, 2010 to Mar 26, 2011",Original,PG-13 - Teens 13 or older,1713,1,59,929,31,133,561,41.0,30.0,63.0,132.0,110.0,123.0,30.0,28.0,18.0,16.0,Action, Adventure, Comedy, Shounen,
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.413632630714481,OVA,1,"Apr 16, 2011",Original,PG-13 - Teens 13 or older,8245,13,133,6075,109,115,1813,451.0,389.0,818.0,1130.0,508.0,235.0,67.0,31.0,9.0,15.0,Adventure, Police, Comedy, Mystery, Shounen
Working'!! Announcement Specials,6.820053887605851,ONA,2,"Apr 1, 2011 to Apr 2, 2011",4-koma manga,G - All Ages,12936,10,281,8288,184,159,4024,370.0,407.0,781.0,1535.0,1170.0,619.0,156.0,70.0,44.0,44.0,Comedy,,,,
Fujilog,5.356435643564357,TV,13,"Apr 4, 2011 to Jun 27, 2011",Original,PG-13 - Teens 13 or older,460,0,35,120,19,76,210,6.0,2.0,9.0,13.0,19.0,19.0,16.0,3.0,4.0,10.0,Comedy,,,,
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.89841986455982,Movie,1,"Mar 5, 2011",Original,PG - Children,6160,46,96,5237,52,132,643,688.0,718.0,1133.0,898.0,291.0,134.0,75.0,13.0,7.0,30.0,Adventure, Comedy, Kids, Fantasy, Mecha
Kimi ni Todoke 2nd Season: Minitodo Gekijou,7.374849388039825,Special,3,"Apr 20, 2011 to Sep 21, 2011",Manga,PG-13 - Teens 13 or older,38035,53,998,25072,759,326,10880,1722.0,1869.0,3699.0,4418.0,2443.0,1039.0,335.0,118.0,62.0,64.0,Comedy, Romance, Shoujo,,
Hato no Oyome-san,4.088235294117647,TV,4,"Apr 13, 2011 to Aug 31, 2011",Original,PG-13 - Teens 13 or older,331,0,18,96,15,55,147,3.0,0.0,5.0,4.0,6.0,14.0,3.0,8.0,13.0,12.0,Comedy,,,,
Genki!! Ekoda-chan,5.25,TV,22,"Apr 13, 2011 to Sep 14, 2011",4-koma manga,PG-13 - Teens 13 or older,783,0,37,145,34,78,489,9.0,2.0,6.0,13.0,14.0,23.0,18.0,2.0,5.0,12.0,Comedy,,,,
Shuukan Shimakou,5.5,TV,11,"Apr 13, 2011 to Jun 22, 2011",Original,PG-13 - Teens 13 or older,496,0,28,87,17,58,306,6.0,1.0,4.0,8.0,7.0,16.0,7.0,1.0,1.0,7.0,Comedy,,,,
The Epic Of ZektBach,5.847940865892292,OVA,1,"Mar 21, 2011",Music,R - 17+ (violence & profanity),3559,4,77,2446,49,71,916,43.0,65.0,159.0,424.0,500.0,334.0,177.0,95.0,61.0,36.0,Action, Supernatural, Fantasy,,
Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,6.453841687633056,OVA,1,"Jun 24, 2011",Visual novel,R+ - Mild Nudity,11648,4,332,7560,187,145,3424,271.0,299.0,729.0,1320.0,1251.0,712.0,291.0,131.0,88.0,75.0,Drama, Ecchi, Fantasy, Harem, Romance
Precure All Stars GoGo Dream Live!,6.936589545844044,Special,1,"Nov 8, 2008",Original,G - All Ages,3078,4,66,1906,39,72,995,120.0,82.0,188.0,337.0,239.0,122.0,39.0,24.0,6.0,10.0,Action, Fantasy, Magic, Shoujo,
Yakyuukyou no Uta,6.474820143884892,TV,25,"Dec 23, 1977 to Mar 26, 1979",Manga,PG-13 - Teens 13 or older,845,1,47,180,37,105,476,14.0,9.0,18.0,32.0,24.0,22.0,9.0,4.0,2.0,5.0,Action, Drama, Sports,,
Machine Hayabusa,5.938356164383562,TV,21,"Apr 2, 1976 to Sep 17, 1976",Original,PG-13 - Teens 13 or older,650,0,41,236,28,97,248,8.0,10.0,8.0,32.0,34.0,26.0,9.0,8.0,4.0,7.0,Action, Cars, Sports, Shounen,
Yakyuukyou no Uta: Kita no Ookami Minami no Tora,6.303571428571429,Movie,1,"Sep 15, 1979",Manga,PG-13 - Teens 13 or older,312,1,14,90,9,66,133,9.0,1.0,5.0,12.0,10.0,8.0,3.0,5.0,0.0,3.0,Action, Sports, Drama,,
Korogashi Ryouta,5.469387755102041,OVA,3,"Nov 21, 1990 to Nov 21, 1991",Original,R+ - Mild Nudity,247,1,18,71,7,34,117,4.0,1.0,8.0,5.0,8.0,8.0,2.0,4.0,3.0,6.0,Action, Comedy, Seinen,,
Kamisama no Memochou,7.490318946701401,TV,12,"Jul 2, 2011 to Sep 24, 2011",Light novel,R - 17+ (violence & profanity),205012,787,10560,103892,8046,8987,73527,6795.0,13336.0,24881.0,22697.0,9883.0,4588.0,1808.0,703.0,303.0,224.0,Mystery,,,,
Ro-Kyu-Bu!,6.786227000595555,TV,12,"Jul 1, 2011 to Sep 23, 2011",Light novel,PG-13 - Teens 13 or older,71266,206,3320,40385,1998,4081,21482,1870.0,2818.0,6127.0,9015.0,5810.0,3237.0,1438.0,750.0,433.0,405.0,Comedy, Ecchi, School, Sports,
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,7.601468274777137,OVA,4,"Aug 26, 2011 to Oct 26, 2011",Manga,PG-13 - Teens 13 or older,9028,11,195,6398,139,125,2171,458.0,506.0,1005.0,1144.0,453.0,165.0,51.0,14.0,3.0,15.0,Sports, Shounen,,,
C³,6.6099648665879895,TV,12,"Oct 1, 2011 to Dec 17, 2011",Light novel,R - 17+ (violence & profanity),154898,257,7700,94193,6248,10709,36048,3146.0,5282.0,12753.0,21076.0,15098.0,8545.0,4200.0,1970.0,1054.0,595.0,Action, Comedy, Ecchi, School, Supernatural
Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,6.068776371308017,Special,1,1992,Radio,PG-13 - Teens 13 or older,5536,3,80,3822,66,75,1493,87.0,112.0,210.0,489.0,622.0,496.0,222.0,67.0,36.0,29.0,Action, Military, Sci-Fi, Space, Drama
Astarotte no Omocha! EX,6.669420483537845,OVA,1,"Sep 7, 2011",Manga,R+ - Mild Nudity,31907,25,672,24807,306,256,5866,939.0,1162.0,2611.0,4834.0,3512.0,1889.0,744.0,358.0,238.0,175.0,Comedy, Demons, Ecchi, Fantasy, Romance
Mononoke Dance,4.925512104283054,Music,1,"Apr 2, 2008",Music,PG-13 - Teens 13 or older,1021,0,16,756,10,39,200,10.0,17.0,26.0,61.0,86.0,140.0,75.0,43.0,33.0,46.0,Music, Dementia,,,
Chuunen Punk,4.21875,Music,1,2004,Original,PG-13 - Teens 13 or older,521,0,7,421,2,30,61,6.0,3.0,6.0,23.0,34.0,73.0,59.0,50.0,33.0,33.0,Music,,,,
Cafe de Oni,3.9712041884816753,Music,1,"Dec 22, 2004",Original,PG-13 - Teens 13 or older,635,2,6,522,5,30,72,10.0,3.0,11.0,19.0,26.0,72.0,84.0,59.0,42.0,56.0,Music,,,,
Persona 4 the Animation,7.4749177822039,TV,25,"Oct 7, 2011 to Mar 30, 2012",Game,PG-13 - Teens 13 or older,221067,2121,13483,127976,10908,11738,56962,9364.0,16195.0,30094.0,29308.0,13041.0,5977.0,2468.0,859.0,358.0,281.0,Sci-Fi, Adventure, Mystery, Super Power, Supernatural
Naruto: Shippuuden Movie 5 - Blood Prison,7.482595521395314,Movie,1,"Jul 30, 2011",Manga,PG-13 - Teens 13 or older,160912,173,1409,144761,638,430,13674,10644.0,12623.0,24147.0,26212.0,12341.0,5381.0,1945.0,736.0,395.0,293.0,Action, Adventure, Martial Arts, Super Power, Mystery
s.CRY.ed Alteration I: Tao,7.0414610069101675,Movie,1,"Nov 19, 2011",Original,PG-13 - Teens 13 or older,4490,5,132,1574,91,77,2616,76.0,92.0,199.0,329.0,191.0,62.0,32.0,11.0,12.0,9.0,Action, Sci-Fi, Adventure, Super Power, Shounen
Tokimeki Tonight Recaps,6.080645161290323,Special,2,1988,Original,PG-13 - Teens 13 or older,527,1,21,221,11,58,216,13.0,3.0,9.0,23.0,33.0,24.0,6.0,1.0,7.0,5.0,Comedy, Fantasy, Romance, Shoujo, Vampire
VitaminX Addiction,6.128378378378378,OVA,3,"Aug 26, 2011 to Oct 21, 2011",Game,PG-13 - Teens 13 or older,1903,5,66,196,54,74,1513,11.0,10.0,13.0,27.0,36.0,25.0,10.0,5.0,7.0,4.0,Romance, School,,,
Hayabusa: Back to the Earth - Kikan,4.882352941176471,Movie,1,"May 14, 2011",Original,PG-13 - Teens 13 or older,237,0,14,58,7,33,125,4.0,0.0,1.0,3.0,4.0,8.0,4.0,2.0,3.0,5.0,Historical,,,,
Hayabusa: Back to the Earth,5.461538461538462,Movie,1,"Mar 26, 2009",Original,PG-13 - Teens 13 or older,233,0,11,72,3,27,120,3.0,0.0,5.0,8.0,4.0,6.0,5.0,1.0,3.0,4.0,Historical,,,,
Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,6.828435804701628,Special,1,"Dec 21, 2011",Light novel,PG-13 - Teens 13 or older,49661,38,741,39725,359,256,8580,1542.0,2104.0,4631.0,8282.0,5421.0,2651.0,984.0,481.0,268.0,180.0,Action, Mystery, Comedy, Romance,
Rerere no Tensai Bakabon,6.185185185185185,TV,24,"Oct 19, 1999 to Mar 21, 2000",Manga,G - All Ages,506,1,26,192,21,87,180,7.0,7.0,19.0,30.0,29.0,21.0,9.0,4.0,4.0,5.0,Comedy,,,,
R-15,6.431562447517214,TV,12,"Jul 10, 2011 to Sep 25, 2011",Light novel,R+ - Mild Nudity,80067,86,4169,46198,2684,5239,21777,1627.0,2310.0,5398.0,9334.0,7682.0,4637.0,2372.0,1161.0,739.0,466.0,Comedy, Ecchi, Harem, Romance, School
Mirai Nikki,7.519572795701312,TV,26,"Oct 9, 2011 to Apr 15, 2012",Manga,R+ - Mild Nudity,1533289,29580,66219,1154210,38657,55337,218866,126591.0,172904.0,231444.0,193901.0,101939.0,51906.0,33063.0,16903.0,9683.0,7443.0,Action, Mystery, Psychological, Shounen, Supernatural
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,6.811821922933034,OVA,1,"Oct 25, 2007",Original,PG-13 - Teens 13 or older,29171,22,468,20564,334,194,7611,988.0,896.0,1954.0,4078.0,3097.0,1512.0,502.0,176.0,78.0,84.0,Action, Adventure, Comedy, Mecha, Sci-Fi
Hayan Ma-eum Baeggu,6.439655172413793,TV,13,"Oct 6, 2000 to Jan 12, 2001",Original,PG-13 - Teens 13 or older,674,1,35,156,35,69,379,16.0,11.0,9.0,24.0,24.0,9.0,7.0,5.0,5.0,6.0,Adventure,,,,
Mardock Scramble: The Second Combustion,7.382054533925174,Movie,1,"Sep 3, 2011",Novel,R+ - Mild Nudity,35610,46,609,24696,373,187,9745,1214.0,2588.0,5457.0,5509.0,2415.0,1038.0,423.0,161.0,73.0,46.0,Action, Psychological, Sci-Fi,,
Ski Jumping Pairs: Road to Torino 2006,4.662576687116564,Movie,1,"Jan 28, 2006",Original,G - All Ages,382,1,11,222,8,40,101,14.0,2.0,8.0,17.0,17.0,28.0,16.0,18.0,16.0,27.0,Comedy, Sports,,,
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,7.337674714104193,OVA,1,"Nov 17, 2010",Manga,PG-13 - Teens 13 or older,8401,8,232,4870,164,111,3024,295.0,340.0,777.0,985.0,442.0,183.0,74.0,25.0,13.0,14.0,Action, Adventure, Magic, Ecchi, Fantasy
Tibet Inu Monogatari,7.3523287671232875,Movie,1,"Jun 6, 2011",Original,G - All Ages,5102,9,113,2361,67,65,2496,142.0,216.0,494.0,537.0,260.0,119.0,38.0,5.0,7.0,7.0,Adventure,,,,
Shiodome Cable TV,5.224489795918367,TV,22,"Apr 13, 2011 to Sep 14, 2011",Original,PG-13 - Teens 13 or older,252,0,17,79,10,59,87,5.0,2.0,1.0,10.0,5.0,9.0,3.0,2.0,5.0,7.0,Comedy,,,,
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,7.320589447650454,Special,1,"Feb 8, 2012",Light novel,PG-13 - Teens 13 or older,52129,42,710,41277,372,180,9590,1805.0,3396.0,7892.0,9297.0,4124.0,1725.0,518.0,208.0,76.0,71.0,Sci-Fi, Comedy,,,
Deva Zan,4.710247349823321,Special,1,"Dec 21, 2010",Original,G - All Ages,1863,1,31,414,12,38,1368,10.0,4.0,9.0,29.0,37.0,81.0,31.0,32.0,25.0,25.0,Action, Fantasy,,,
Gintama: Dai Hanseikai,8.005002460226342,Special,1,"Mar 25, 2010",Manga,PG-13 - Teens 13 or older,28621,67,665,18648,363,293,8652,3003.0,1911.0,3284.0,2318.0,833.0,395.0,96.0,51.0,73.0,230.0,Action, Comedy, Parody, Samurai,
Ao no Exorcist: Ura Ex,7.14641627543036,Special,10,"Jun 22, 2011 to Mar 21, 2012",Manga,PG-13 - Teens 13 or older,74025,61,2080,49520,1511,905,20009,2993.0,3301.0,5923.0,9730.0,5754.0,2789.0,808.0,336.0,170.0,146.0,Action, Fantasy, Supernatural, Shounen,
Mars,6.035714285714286,OVA,2,"Jun 10, 1994 to Aug 5, 1994",Original,PG-13 - Teens 13 or older,432,1,18,128,10,40,236,8.0,2.0,10.0,14.0,17.0,18.0,4.0,6.0,0.0,5.0,Action, Mecha, Sci-Fi, Shounen,
Running Boy: Star Soldier no Himitsu,5.634615384615385,Movie,1,"Jul 20, 1986",Original,PG-13 - Teens 13 or older,234,0,11,73,5,38,107,8.0,1.0,1.0,7.0,8.0,11.0,7.0,3.0,1.0,5.0,Sci-Fi, Space,,,
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,7.018582867502644,Movie,1,"Jul 31, 2010",Original,PG-13 - Teens 13 or older,40273,54,462,33483,325,236,5767,2121.0,1713.0,3244.0,5661.0,3842.0,2017.0,689.0,273.0,153.0,144.0,Action, Comedy, Martial Arts, Shounen, Super Power
Fireball Special,6.297580645161291,Special,1,"Aug 19, 2009",Original,G - All Ages,2187,1,31,1765,18,35,338,44.0,61.0,168.0,347.0,274.0,180.0,77.0,39.0,28.0,22.0,Comedy, Sci-Fi,,,
Morita-san wa Mukuchi.,6.493354101765317,TV,13,"Jul 6, 2011 to Sep 28, 2011",4-koma manga,PG-13 - Teens 13 or older,20936,15,868,12334,574,1024,6136,285.0,467.0,1406.0,2911.0,2381.0,1351.0,500.0,202.0,79.0,48.0,Comedy, School, Slice of Life,,
Omake,5.016611295681063,Movie,1,2003,Original,G - All Ages,577,0,10,430,4,24,109,11.0,6.0,7.0,29.0,71.0,73.0,38.0,31.0,16.0,19.0,Comedy,,,,
Maria†Holic: Run Run Riru Ran Ran Rara,5.770696452036794,Music,1,"Apr 28, 2011",Original,PG - Children,3729,2,53,2403,49,81,1143,112.0,87.0,133.0,233.0,312.0,268.0,116.0,86.0,76.0,99.0,Comedy, Music,,,
Blood-C: The Last Dark,7.21853317432784,Movie,1,"Jun 2, 2012",Original,R+ - Mild Nudity,73079,162,1404,50707,693,459,19816,3265.0,4672.0,8478.0,10191.0,5258.0,2605.0,1325.0,603.0,295.0,204.0,Action, Horror, Supernatural, Vampire,
Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,5.755102040816326,Movie,1,"Jul 2, 2011",Original,PG - Children,231,1,9,86,5,52,79,9.0,0.0,1.0,9.0,7.0,7.0,8.0,1.0,2.0,5.0,Comedy, Fantasy, Kids,,
Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,6.27906976744186,Movie,1,"Jul 2, 2011",Original,PG - Children,231,0,8,81,5,54,83,7.0,0.0,6.0,7.0,8.0,8.0,1.0,2.0,1.0,3.0,Comedy, Fantasy, Kids,,
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,7.186108218856011,Movie,1,"Jul 30, 2011",Manga,PG-13 - Teens 13 or older,55714,44,557,48509,305,223,6120,3031.0,2964.0,5987.0,8974.0,4931.0,2361.0,832.0,336.0,168.0,189.0,Action, Adventure, Martial Arts, Shounen, Super Power
Saint Seiya: Legend of Sanctuary,6.282562014068863,Movie,1,"Jun 21, 2014",Manga,PG-13 - Teens 13 or older,22051,51,266,17369,117,171,4128,858.0,932.0,1824.0,3007.0,2732.0,1726.0,1073.0,590.0,390.0,373.0,Sci-Fi, Adventure, Fantasy, Shounen,
Muybridge no Ito,6.060955518945634,Movie,1,"May 16, 2011",Original,PG-13 - Teens 13 or older,1410,2,43,833,13,33,488,23.0,17.0,73.0,141.0,160.0,102.0,31.0,28.0,15.0,17.0,Drama,,,,
Appleseed XIII Remix Movie 1: Yuigon,6.486278814489572,Movie,1,"Jun 13, 2011",Original,R - 17+ (violence & profanity),3720,5,107,1515,81,108,1909,46.0,55.0,121.0,271.0,200.0,118.0,49.0,19.0,14.0,18.0,Action, Mecha, Military, Sci-Fi, Police
Magic Tree House,6.991588785046729,Movie,1,"Jan 7, 2012",Book,PG - Children,6100,9,162,2769,91,68,3010,120.0,197.0,431.0,680.0,397.0,218.0,47.0,29.0,13.0,8.0,Adventure, Magic,,,
Downloader,5.972341126111294,Music,1,"May 27, 2011",Original,G - All Ages,5094,11,68,4217,22,36,751,162.0,114.0,272.0,604.0,734.0,594.0,251.0,166.0,72.0,68.0,Music,,,,
Appleseed XIII Remix Movie 2: Yogen,6.481111111111111,Movie,1,"Oct 24, 2011",Original,R - 17+ (violence & profanity),3810,3,114,1504,79,101,2012,45.0,48.0,123.0,273.0,203.0,110.0,46.0,18.0,16.0,18.0,Action, Mecha, Military, Sci-Fi, Police
Ulysses 31 Pilot,5.778947368421052,Special,1,1980,Original,G - All Ages,533,0,25,278,14,50,166,11.0,4.0,8.0,39.0,49.0,44.0,16.0,5.0,8.0,6.0,Action, Adventure, Sci-Fi, Space,
Tekken: Blood Vengeance,6.672468886646485,Movie,1,"Jul 26, 2011",Game,PG-13 - Teens 13 or older,18775,29,244,15524,117,113,2777,727.0,1017.0,1981.0,3068.0,2453.0,1310.0,692.0,365.0,192.0,87.0,Action, Fantasy, Martial Arts, Sci-Fi, Supernatural
Detective Conan OVA 11: A Secret Order from London,7.4466269841269845,OVA,1,"May 30, 2011",Manga,PG-13 - Teens 13 or older,10440,2,140,8235,111,109,1845,588.0,563.0,1229.0,1534.0,676.0,289.0,91.0,34.0,11.0,25.0,Adventure, Police, Comedy, Mystery, Shounen
Yasai no Yousei: N.Y.Salad,5.764705882352941,TV,26,"Apr 5, 2007 to May 17, 2007",Original,G - All Ages,311,0,15,74,9,56,157,4.0,2.0,7.0,9.0,7.0,10.0,3.0,1.0,2.0,6.0,Kids,,,,
Yasai no Yousei: N.Y.Salad 2nd Series,5.8604651162790695,TV,26,"May 5, 2008 to Jun 9, 2008",Original,G - All Ages,223,0,15,66,8,51,83,4.0,1.0,8.0,6.0,6.0,7.0,4.0,1.0,1.0,5.0,Kids,,,,
Manga Nihon Keizai Nyuumon,5.894736842105263,TV,25,"Oct 13, 1987 to Mar 29, 1988",Manga,PG-13 - Teens 13 or older,287,1,16,62,13,50,146,6.0,4.0,1.0,5.0,5.0,6.0,4.0,1.0,0.0,6.0,Slice of Life, Historical, Drama, Seinen,
Houkago no Pleiades: Manner Movie,5.261654135338346,Movie,1,"Jun 4, 2011",Original,PG-13 - Teens 13 or older,2251,0,50,1010,39,57,1095,26.0,13.0,28.0,70.0,139.0,209.0,76.0,46.0,29.0,29.0,Magic,,,,
Plastic Neesan,7.258493163470064,ONA,12,"May 16, 2011 to Jul 26, 2012",Manga,PG-13 - Teens 13 or older,161850,544,4276,110182,1522,1182,44688,7283.0,9895.0,20414.0,25579.0,12574.0,5888.0,2145.0,978.0,561.0,399.0,Comedy, School, Seinen,,
Towa no Quon 2: Konton no Ranbu,7.397217928902627,Movie,1,"Jul 16, 2011",Original,PG-13 - Teens 13 or older,32347,16,480,25109,263,133,6362,1115.0,2118.0,5304.0,6013.0,2184.0,907.0,305.0,107.0,30.0,33.0,Action, Sci-Fi, Mystery, Super Power, Supernatural
Towa no Quon 3: Mugen no Renza,7.502179290846978,Movie,1,"Aug 13, 2011",Original,PG-13 - Teens 13 or older,30746,17,451,23712,238,131,6214,1139.0,2178.0,5380.0,5322.0,1862.0,737.0,231.0,73.0,30.0,26.0,Action, Sci-Fi, Super Power, Psychological, Supernatural
Towa no Quon 4: Guren no Shoushin,7.608773115438963,Movie,1,"Sep 10, 2011",Original,PG-13 - Teens 13 or older,30063,13,493,22813,247,142,6368,1170.0,2443.0,5402.0,4785.0,1541.0,637.0,197.0,53.0,23.0,26.0,Action, Sci-Fi, Super Power, Supernatural,
Towa no Quon 5: Souzetsu no Raifuku,7.572481728630442,Movie,1,"Nov 5, 2011",Original,PG-13 - Teens 13 or older,29224,14,435,22088,239,128,6334,1137.0,2211.0,5209.0,4642.0,1548.0,660.0,220.0,58.0,26.0,24.0,Action, Sci-Fi, Super Power, Supernatural,
Towa no Quon 6: Towa no Quon,7.650360162856248,Movie,1,"Nov 26, 2011",Original,PG-13 - Teens 13 or older,31437,38,651,22331,293,163,7999,1417.0,2542.0,5179.0,4311.0,1518.0,627.0,223.0,81.0,36.0,31.0,Action, Sci-Fi, Super Power, Supernatural,
Soliton no Akuma,5.938848920863309,Movie,1,1997,Novel,R - 17+ (violence & profanity),779,0,30,339,19,30,361,5.0,3.0,31.0,53.0,95.0,52.0,18.0,14.0,4.0,3.0,Military, Drama, Sci-Fi,,
Boku wa Tomodachi ga Sukunai,7.258042176259978,TV,12,"Oct 7, 2011 to Dec 23, 2011",Light novel,R+ - Mild Nudity,637856,3784,21651,475182,10908,15367,114748,22060.0,43705.0,96216.0,111666.0,52813.0,23955.0,8695.0,3478.0,1599.0,1137.0,Ecchi, Slice of Life, Comedy, Harem, Romance
Korekuraide Utau,6.9188998589562765,Music,1,"May 17, 2011",Original,G - All Ages,2284,4,22,1886,9,22,345,81.0,154.0,261.0,419.0,273.0,138.0,37.0,24.0,15.0,16.0,Music,,,,
Mawaru Penguindrum,7.902394204622706,TV,24,"Jul 8, 2011 to Dec 23, 2011",Original,R - 17+ (violence & profanity),248060,6711,15584,106107,13067,11005,102297,15462.0,21177.0,25254.0,17026.0,7904.0,3761.0,1932.0,769.0,413.0,446.0,Mystery, Comedy, Dementia, Psychological, Drama
Sojunghan Nal-ui Kkum,6.5754716981132075,Movie,1,"Jun 16, 2011",Original,PG-13 - Teens 13 or older,1662,2,65,461,28,54,1054,17.0,19.0,41.0,92.0,74.0,49.0,19.0,2.0,2.0,3.0,Comedy, Drama, Romance,,
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.521157587548638,Movie,1,"Sep 3, 2011",Manga,PG-13 - Teens 13 or older,9269,12,157,6729,90,114,2179,508.0,588.0,989.0,1143.0,499.0,228.0,85.0,39.0,18.0,15.0,Action, Comedy, Sports, School, Shounen
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.702213279678069,OVA,1,2006,Original,PG-13 - Teens 13 or older,2741,2,61,1542,55,53,1030,74.0,72.0,136.0,246.0,262.0,128.0,46.0,14.0,10.0,6.0,Adventure, Comedy, Magic, Shounen, Supernatural
Planetes Picture Drama,5.559027777777778,Special,9,"Sep 25, 2009",Original,PG-13 - Teens 13 or older,1905,0,55,839,60,83,868,14.0,12.0,48.0,91.0,140.0,150.0,51.0,25.0,19.0,26.0,Comedy, Sci-Fi, Space,,
Precure kara Minna e no Ouen Movie,6.1388400702987695,ONA,1,"May 20, 2011",Original,G - All Ages,1756,0,36,939,20,70,691,67.0,24.0,43.0,99.0,116.0,115.0,44.0,20.0,22.0,19.0,Fantasy, Magic, Shoujo,,
